id,name,location,brand,developer,status,opening_year,area_wan_sqm,floors,province,city,city_level,climate_zone,created_at,updated_at,geocode_query,longitude,latitude,geocode_score,geocode_address,geocode_status,geocode_error,geocode_provider,geocode_repaired,image_status,image_path,image_error,imagery_provider,imagery_size_px,imagery_radius_m,original_image_path,project_image_path,image_exists,image_width,image_height,image_mean,image_std,vegetation_ratio,water_blue_ratio,dark_roof_ratio,edge_density,center_non_green_ratio,largest_rect_ratio,quality_flags,quality_status
1994,上海青浦正荣财富中心,上海市青浦区联民路,,正荣地产集团有限公司,已开业,2024,10.6,,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市青浦区联民路,121.273366284619,31.161724797292,100,上海市青浦区徐泾镇联民路,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\1994_上海青浦正荣财富中心.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\1994_上海青浦正荣财富中心.jpg,C:\PV\datasets\shanghai_malls_satellite\images\1994_上海青浦正荣财富中心.jpg,1,1024,1024,92.739,48.949,0.441586,0.000785,0.194992,0.229407,0.623418,0.998048,,通过
1995,上海虹桥良华购物广场,上海市闵行区申滨路990号,,上海良华科技发展有限公司,已开业,2014,10.6,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市闵行区申滨路990号,121.304698837627,31.204892924883,89.23,上海市闵行区申滨路,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\1995_上海虹桥良华购物广场.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\1995_上海虹桥良华购物广场.jpg,C:\PV\datasets\shanghai_malls_satellite\images\1995_上海虹桥良华购物广场.jpg,1,1024,1024,108.625,47.394,0.307692,0.002875,0.199450,0.244154,0.748896,0.998048,,通过
2004,上海保利悦活城,上海市嘉定区白银路288号,保利,保利发展控股集团股份有限公司,已开业,2016,10.5,5,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市嘉定区白银路288号,121.243824969901,31.349574412662,89.23,上海市嘉定区白银路,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\2004_上海保利悦活城.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2004_上海保利悦活城.jpg,C:\PV\datasets\shanghai_malls_satellite\images\2004_上海保利悦活城.jpg,1,1024,1024,114.573,45.614,0.199838,0.000244,0.176394,0.233855,0.791811,0.998048,,通过
2075,上海天空万科广场,上海市青浦区徐泾镇崧泽大道66号,万科,万科企业股份有限公司,已开业,2022,10.0,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市青浦区徐泾镇崧泽大道66号,121.264638016617,31.18567468437,93.44,上海市青浦区徐泾镇崧泽大道,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\2075_上海天空万科广场.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2075_上海天空万科广场.jpg,C:\PV\datasets\shanghai_malls_satellite\images\2075_上海天空万科广场.jpg,1,1024,1024,106.107,57.138,0.342708,0.001034,0.220552,0.178215,0.868264,0.092194,,通过
2093,上海联仲都悦汇,上海市闵行区马桥镇中秀路100弄,,上海联仲置业有限公司,已开业,2023,10.0,3,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市闵行区马桥镇中秀路100弄,121.3643793,31.0318715,81.68,上海市闵行区马桥镇,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\2093_上海联仲都悦汇.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2093_上海联仲都悦汇.jpg,C:\PV\datasets\shanghai_malls_satellite\images\2093_上海联仲都悦汇.jpg,1,1024,1024,90.094,42.903,0.396598,0.001241,0.300642,0.227304,0.626461,0.998048,,通过
2110,上海三湘商业广场,上海市松江区横港公路37-45号,,三湘印象股份有限公司,已开业,2011,10.0,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市松江区横港公路37-45号,121.257553257683,31.116516091312,88.33,上海市松江区横港公路,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\2110_上海三湘商业广场.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2110_上海三湘商业广场.jpg,C:\PV\datasets\shanghai_malls_satellite\images\2110_上海三湘商业广场.jpg,1,1024,1024,96.049,46.211,0.263098,0.001199,0.286723,0.226149,0.751358,0.027713,,通过
2150,上海青浦吾悦广场,上海市青浦区淀山湖大道218号,吾悦,新城控股集团股份有限公司,已开业,2015,10.0,5,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市青浦区淀山湖大道218号,121.083482490937,31.140301464324,90.67,上海市青浦区盈浦街道淀山湖大道,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\2150_上海青浦吾悦广场.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2150_上海青浦吾悦广场.jpg,C:\PV\datasets\shanghai_malls_satellite\images\2150_上海青浦吾悦广场.jpg,1,1024,1024,91.112,53.252,0.475542,0.028350,0.116939,0.121921,0.358158,0.998048,,通过
2165,上海宝乐汇,上海市宝山区牡丹江路1569号,,上海宝地不动产资产管理有限公司,已开业,2016,10.0,6,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市宝山区牡丹江路1569号,121.480834717621,31.401526532789,100,上海市宝山区友谊路街道牡丹江路1569号,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\2165_上海宝乐汇.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2165_上海宝乐汇.jpg,C:\PV\datasets\shanghai_malls_satellite\images\2165_上海宝乐汇.jpg,1,1024,1024,97.818,53.581,0.229133,0.003705,0.336437,0.169221,0.918843,0.998048,,通过
2171,上海领丰汇,上海市浦东新区上南路6717号,,上海永乐街投资管理有限公司,已开业,2022,10.0,5,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市浦东新区上南路6717号,121.497051698863,31.157165604552,88.33,上海市浦东新区上南路,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\2171_上海领丰汇.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2171_上海领丰汇.jpg,C:\PV\datasets\shanghai_malls_satellite\images\2171_上海领丰汇.jpg,1,1024,1024,102.644,45.309,0.243052,0.002306,0.307995,0.144030,0.704641,0.998048,,通过
2181,上海徐汇中星城,上海市徐汇区浦北路9号,,上海地产（集团）有限公司,已开业,2014,10.0,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市徐汇区浦北路9号,121.414468739681,31.155368533795,93.64,上海市徐汇区康健新村街道浦北路,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\2181_上海徐汇中星城.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2181_上海徐汇中星城.jpg,C:\PV\datasets\shanghai_malls_satellite\images\2181_上海徐汇中星城.jpg,1,1024,1024,90.227,49.440,0.298334,0.021815,0.344984,0.149233,0.790544,0.011100,缺少大尺度矩形屋顶证据,通过
2233,上海夏都小镇,上海市青浦区沪青平公路1583号,,上海高登联合建设发展有限公司,已开业,2018,10.0,3,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市青浦区沪青平公路1583号,121.307175363304,31.173889835295,98.9,上海市青浦区徐泾镇沪青平公路1583号,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\2233_上海夏都小镇.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2233_上海夏都小镇.jpg,C:\PV\datasets\shanghai_malls_satellite\images\2233_上海夏都小镇.jpg,1,1024,1024,92.226,48.654,0.346292,0.005286,0.280077,0.255720,0.581698,0.490129,,通过
2242,上海新达汇·三林,上海市浦东新区永泰路1138号,,上海地产（集团）有限公司,已开业,2019,10.0,5,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市浦东新区永泰路1138号,121.517890797412,31.144057565568,88.33,上海市浦东新区永泰路,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\2242_上海新达汇·三林.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2242_上海新达汇·三林.jpg,C:\PV\datasets\shanghai_malls_satellite\images\2242_上海新达汇·三林.jpg,1,1024,1024,104.544,48.360,0.180255,0.001206,0.341063,0.171096,0.842558,0.014405,缺少大尺度矩形屋顶证据,通过
2304,上海紫荆广场,上海市杨浦区控江路1628号,,上海海锦房地产有限公司,已开业,2016,10.0,8,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市杨浦区控江路1628号,121.506916133505,31.275531709104,100,上海市杨浦区四平路街道控江路1628号,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\2304_上海紫荆广场.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2304_上海紫荆广场.jpg,C:\PV\datasets\shanghai_malls_satellite\images\2304_上海紫荆广场.jpg,1,1024,1024,101.931,57.335,0.196576,0.005155,0.373702,0.220461,0.853313,0.007082,缺少大尺度矩形屋顶证据,通过
2312,上海松江新理想广场,上海市松江区荣乐西路860号,,上海新理想实业发展（集团）有限公司,已开业,2016,10.0,6,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市松江区荣乐西路860号,121.191921123692,31.018472990476,100,上海市松江区荣乐西路860号,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\2312_上海松江新理想广场.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2312_上海松江新理想广场.jpg,C:\PV\datasets\shanghai_malls_satellite\images\2312_上海松江新理想广场.jpg,1,1024,1024,120.502,52.114,0.094327,0.012699,0.236464,0.170104,0.965621,0.352146,,通过
2316,上海浦江万达广场,上海市闵行区永寨路/鲁南路,万达,珠海万达商业管理集团股份有限公司,已开业,2020,10.0,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市闵行区永寨路/鲁南路,121.537029050046,31.026969095557,91.25,上海市闵行区鲁南路,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\2316_上海浦江万达广场.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2316_上海浦江万达广场.jpg,C:\PV\datasets\shanghai_malls_satellite\images\2316_上海浦江万达广场.jpg,1,1024,1024,97.939,44.392,0.255224,0.004267,0.303756,0.145878,0.758084,0.998048,,通过
2355,上海百联南方购物中心一区,上海市闵行区沪闵路7388号,百联,上海百联集团股份有限公司,已开业,2005,10.0,5,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市闵行区沪闵路7388号,121.396920844806,31.068516662699,87.5,上海市闵行区沪闵路,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\2355_上海百联南方购物中心一区.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2355_上海百联南方购物中心一区.jpg,C:\PV\datasets\shanghai_malls_satellite\images\2355_上海百联南方购物中心一区.jpg,1,1024,1024,89.126,50.169,0.407433,0.001857,0.287611,0.227919,0.634214,0.025221,,通过
2381,上海大华虎城嘉年华,上海市宝山区大华一路210号,,大华(集团)有限公司,已开业,2014,10.0,3,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市宝山区大华一路210号,121.410317004537,31.271052988422,90,上海市宝山区大场镇大华一路,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\2381_上海大华虎城嘉年华.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2381_上海大华虎城嘉年华.jpg,C:\PV\datasets\shanghai_malls_satellite\images\2381_上海大华虎城嘉年华.jpg,1,1024,1024,95.375,49.593,0.301853,0.000404,0.249363,0.191188,0.790030,0.013186,缺少大尺度矩形屋顶证据,通过
2493,上海徐汇万科中心,上海市徐汇区万科中心,万科,万科企业股份有限公司,已开业,2024,10.0,,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市徐汇区万科中心,121.4311138,31.1900943,83.16,上海市徐汇区,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\2493_上海徐汇万科中心.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2493_上海徐汇万科中心.jpg,C:\PV\datasets\shanghai_malls_satellite\images\2493_上海徐汇万科中心.jpg,1,1024,1024,88.978,50.072,0.219447,0.002497,0.462396,0.127293,0.888654,0.017109,,通过
2494,上海龙华会,上海市徐汇区龙华路,万科,万科企业股份有限公司,已开业,2023,10.0,3,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市徐汇区龙华路,121.4400206,31.174870199,100,龙华路,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\2494_上海龙华会.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2494_上海龙华会.jpg,C:\PV\datasets\shanghai_malls_satellite\images\2494_上海龙华会.jpg,1,1024,1024,106.500,44.478,0.120314,0.001090,0.334040,0.126601,0.921097,0.167361,,通过
2541,上海森兰印象城,上海市浦东新区东靖路地铁站旁,印力地产,上海外高桥集团股份有限公司,已开业,2024,10.0,,上海市,上海市,1,"夏热冬冷A区,夏热冬冷A区",2026-06-11 05:49:09,2026-06-11 05:49:09,上海市浦东新区东靖路地铁站旁,121.566740066675,31.293814013381,89.96,上海市浦东新区东靖路,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\2541_上海森兰印象城.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2541_上海森兰印象城.jpg,C:\PV\datasets\shanghai_malls_satellite\images\2541_上海森兰印象城.jpg,1,1024,1024,128.145,47.636,0.133945,0.080464,0.165288,0.170292,0.839462,0.998048,,通过
2562,上海张江L+MALL购物中心,上海市浦东新区,,上海陆家嘴（集团）有限公司,已开业,2025,10.0,,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市浦东新区,121.5387401,31.221782599,100,上海市浦东新区,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\2562_上海张江L+MALL购物中心.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2562_上海张江L+MALL购物中心.jpg,C:\PV\datasets\shanghai_malls_satellite\images\2562_上海张江L+MALL购物中心.jpg,1,1024,1024,106.981,48.193,0.362755,0.000664,0.187061,0.197121,0.867732,0.063714,,通过
2611,龙湖上海宝山天街,上海市宝山区丹霞山路50弄,龙湖,龙湖集团控股有限公司,已开业,2018,9.83,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市宝山区丹霞山路50弄,121.357391551397,31.362817945675,91.92,上海市宝山区顾村镇丹霞山路,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\2611_龙湖上海宝山天街.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2611_龙湖上海宝山天街.jpg,C:\PV\datasets\shanghai_malls_satellite\images\2611_龙湖上海宝山天街.jpg,1,1024,1024,103.709,53.526,0.266353,0.000451,0.228209,0.217958,0.765156,0.998048,,通过
2682,龙湖上海闵行天街,上海市闵行区剑川路/沪闵路,龙湖,龙湖集团控股有限公司,已开业,2020,9.49,6,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市闵行区剑川路/沪闵路,121.396920844806,31.068516662699,91.25,上海市闵行区沪闵路,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\2682_龙湖上海闵行天街.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2682_龙湖上海闵行天街.jpg,C:\PV\datasets\shanghai_malls_satellite\images\2682_龙湖上海闵行天街.jpg,1,1024,1024,89.126,50.169,0.407433,0.001857,0.287611,0.227919,0.634214,0.025221,,通过
2686,上海新田360广场（华侨城店）,上海市闵行区陈行公路2688号,,深圳华侨城股份有限公司,已开业,2014,9.4,5,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市闵行区陈行公路2688号,121.486911455858,31.092923903832,88.33,上海市闵行区陈行公路,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\2686_上海新田360广场（华侨城店）.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2686_上海新田360广场（华侨城店）.jpg,C:\PV\datasets\shanghai_malls_satellite\images\2686_上海新田360广场（华侨城店）.jpg,1,1024,1024,105.039,43.652,0.289512,0.000001,0.196994,0.152519,0.815938,0.998048,,通过
2709,上海龙阳四街坊项目,上海市浦东新区龙阳路地铁站附近,,上海浦东开发(集团)有限公司,在建,2027,9.3,,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市浦东新区龙阳路地铁站附近,121.5518907,31.2052328,92.07,龙阳路地铁站,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\2709_上海龙阳四街坊项目.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2709_上海龙阳四街坊项目.jpg,C:\PV\datasets\shanghai_malls_satellite\images\2709_上海龙阳四街坊项目.jpg,1,1024,1024,98.038,59.644,0.231691,0.001709,0.342784,0.178664,0.831326,0.157353,,通过
2783,上海协信星光广场,上海市静安区江场路1228弄,协信,重庆协信远创实业有限公司,已开业,2016,9.0,3,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市静安区江场路1228弄,121.457843549645,31.301827406299,87.5,上海市静安区江场路,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\2783_上海协信星光广场.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2783_上海协信星光广场.jpg,C:\PV\datasets\shanghai_malls_satellite\images\2783_上海协信星光广场.jpg,1,1024,1024,107.552,50.184,0.233326,0.007544,0.230636,0.145722,0.777016,0.671219,,通过
2878,上海K11,上海市浦东新区金桥站,K11,上海浦发上城置业有限公司,在建,2027,9.0,,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市浦东新区金桥站,121.5866169,31.2536983,96,上海市浦东新区金桥,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\2878_上海K11.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2878_上海K11.jpg,C:\PV\datasets\shanghai_malls_satellite\images\2878_上海K11.jpg,1,1024,1024,111.647,52.465,0.228123,0.010125,0.230570,0.182895,0.773094,0.041402,,通过
2902,上海保利古华项目,上海市奉贤区解放中路276号,保利,上海奉贤发展（集团）有限公司,已开业,2024,8.9,,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市奉贤区解放中路276号,121.457440118842,30.918059845704,90,上海市奉贤区解放中路,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\2902_上海保利古华项目.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2902_上海保利古华项目.jpg,C:\PV\datasets\shanghai_malls_satellite\images\2902_上海保利古华项目.jpg,1,1024,1024,93.990,40.616,0.208856,0.000745,0.409678,0.126379,0.890537,0.030585,,通过
2911,上海益田假日广场,上海市杨浦区五角场,,深圳市益田集团股份有限公司,已开业,2023,8.8,,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市杨浦区五角场,121.5100685,31.2997402,100,五角场,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\2911_上海益田假日广场.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2911_上海益田假日广场.jpg,C:\PV\datasets\shanghai_malls_satellite\images\2911_上海益田假日广场.jpg,1,1024,1024,100.623,52.345,0.226487,0.002676,0.310469,0.175736,0.870619,0.998048,,通过
2915,上海近铁城市广场,上海市普陀区真北路818弄,,上海长昭实业有限公司,已开业,2015,8.8,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市普陀区真北路818弄,121.384944853011,31.250435944571,89.23,上海市普陀区真北路,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\2915_上海近铁城市广场.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2915_上海近铁城市广场.jpg,C:\PV\datasets\shanghai_malls_satellite\images\2915_上海近铁城市广场.jpg,1,1024,1024,88.067,52.334,0.377764,0.001058,0.297030,0.206739,0.646242,0.018585,,通过
2918,上海中房金谊广场,上海市浦东新区上南路4467号,,上海中房置业股份有限公司,已开业,2012,8.8,6,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市浦东新区上南路4467号,121.497051698863,31.157165604552,88.33,上海市浦东新区上南路,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\2918_上海中房金谊广场.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2918_上海中房金谊广场.jpg,C:\PV\datasets\shanghai_malls_satellite\images\2918_上海中房金谊广场.jpg,1,1024,1024,102.644,45.309,0.243052,0.002306,0.307995,0.144030,0.704641,0.998048,,通过
3022,上海百联世纪购物中心,百联世纪购物中心，上海市上海市浦东新区世纪大道1217号世纪大道地铁站1号出口,百联,上海百联集团股份有限公司,已开业,2017,8.43,5,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,百联世纪购物中心，上海市上海市浦东新区世纪大道1217号世纪大道地铁站1号出口,121.523088700639,31.232187936674,95.93,百联世纪,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\3022_上海百联世纪购物中心.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\3022_上海百联世纪购物中心.jpg,C:\PV\datasets\shanghai_malls_satellite\images\3022_上海百联世纪购物中心.jpg,1,1024,1024,101.147,50.332,0.205505,0.007404,0.348486,0.209125,0.861568,0.671559,,通过
3028,上海徐汇绿地缤纷城,上海市徐汇区东安路562号,绿地,绿地控股集团股份有限公司,已开业,2017,8.4,6,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市徐汇区东安路562号,121.457413493934,31.183952480174,89.23,上海市徐汇区东安路,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\3028_上海徐汇绿地缤纷城.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\3028_上海徐汇绿地缤纷城.jpg,C:\PV\datasets\shanghai_malls_satellite\images\3028_上海徐汇绿地缤纷城.jpg,1,1024,1024,124.236,47.943,0.132334,0.027517,0.185195,0.166337,0.918473,0.998048,,通过
3038,上海开元地中海,上海市松江区新松江路|925号,,杭州开元物产集团有限公司,已开业,2007,8.4,4,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市松江区新松江路|925号,121.213271326409,31.040791355739,100,上海市松江区方松街道新松江路925号,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\3038_上海开元地中海.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\3038_上海开元地中海.jpg,C:\PV\datasets\shanghai_malls_satellite\images\3038_上海开元地中海.jpg,1,1024,1024,113.343,58.903,0.185055,0.006226,0.260712,0.170005,0.898303,0.075771,,通过
3040,上海文峰广场（张杨北路店）,上海市浦东新区张杨北路801号,,江苏文峰集团有限公司,已开业,2014,8.4,6,上海市,上海市,1,夏热冬冷A区,2026-06-11 05:49:09,2026-06-11 05:49:09,上海市浦东新区张杨北路801号,121.582998382665,31.273616008122,100,上海市浦东新区张杨北路801号,ok,,arcgis_world_geocoding,0,ok,C:\PV\datasets\shanghai_malls_satellite\images\3040_上海文峰广场（张杨北路店）.jpg,,esri_world_imagery_export,1024,200.0,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\3040_上海文峰广场（张杨北路店）.jpg,C:\PV\datasets\shanghai_malls_satellite\images\3040_上海文峰广场（张杨北路店）.jpg,1,1024,1024,100.040,59.437,0.353775,0.004443,0.216623,0.211191,0.832438,0.037888,,通过
