rank,id,name,location,pv_score_max,pv_status_model,geocode_score,image_path,overlay_path,mask_ratio
1,1868,上海虹桥天地,上海市闵行区申长路688号,0.993004,likely_pv,89.23,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\1868_上海虹桥天地.jpg,,
2,6363,上海马桥满天星生活广场,上海市闵行区马桥镇银春路2276号,0.992614,likely_pv,88.06,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6363_上海马桥满天星生活广场.jpg,,
3,7027,龙湖上海闵行星悦荟,上海市闵行区银春路/富才路,0.992614,likely_pv,91.25,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7027_龙湖上海闵行星悦荟.jpg,,
4,7306,上海井亭天地生活广场,上海市闵行区虹桥镇虹泉路1078号,0.961964,likely_pv,89.71,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7306_上海井亭天地生活广场.jpg,,
5,992,上海青浦合生新天地,上海市青浦区嘉松中路5999弄,0.958806,likely_pv,99.33,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\992_上海青浦合生新天地.jpg,,
6,4657,上海漕河泾印象城,上海市徐汇区漕宝路1011号,0.957230,likely_pv,87.5,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\4657_上海漕河泾印象城.jpg,,
7,3736,上海百联西郊购物中心,上海市长宁区仙霞西路88号,0.944631,likely_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\3736_上海百联西郊购物中心.jpg,,
8,8222,上海江南里花园广场,,0.923675,likely_pv,82.5,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8222_上海江南里花园广场.jpg,,
9,7677,上海泗泾招商花园城,泗泾招商花园城(建设中)，上海市上海市松江区横港公路66号,0.913061,likely_pv,85.8,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7677_上海泗泾招商花园城.jpg,,
10,341,上海嘉定中信泰富万达广场,上海市嘉定区胜辛路426号,0.909813,likely_pv,89.23,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\341_上海嘉定中信泰富万达广场.jpg,,
11,5357,上海宝山正大乐城,上海市宝山区陆翔路111号,0.900761,likely_pv,89.23,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\5357_上海宝山正大乐城.jpg,,
12,3947,上海晶耀前滩,上海市浦东新区耀体路308号,0.855657,likely_pv,90,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\3947_上海晶耀前滩.jpg,,
13,4010,上海信业购物中心,信业购物中心，上海市上海市嘉定区嘉定环城路762弄1-6号,0.842195,likely_pv,71.49,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\4010_上海信业购物中心.jpg,,
14,8189,上海凉城商业广场,,0.840954,likely_pv,78.55,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8189_上海凉城商业广场.jpg,,
15,73,上海华之门徐汇华泾TOD项目,上海市长宁区宜山路地铁站,0.829595,likely_pv,88.51,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\73_上海华之门徐汇华泾TOD项目.jpg,,
16,7529,上海东苑米兰广场,上海市闵行区颛兴路188号,0.815112,likely_pv,89.23,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7529_上海东苑米兰广场.jpg,,
17,3513,上海金桥太茂商业广场,上海市浦东新区金高路1882号,0.814042,likely_pv,88.33,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\3513_上海金桥太茂商业广场.jpg,,
18,7654,上海PRISMA新嘉中心,PRISMA新嘉中心(建设中)，上海市上海市浦东新区巨峰路111号张杨北路1188、1266、1288号,0.809389,likely_pv,73.6,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7654_上海PRISMA新嘉中心.jpg,,
19,4950,上海久金广场,上海市浦东新区久金广场,0.807873,likely_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\4950_上海久金广场.jpg,,
20,2963,上海静安嘉里中心,上海市静安区南京西路1515号,0.788769,likely_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2963_上海静安嘉里中心.jpg,,
21,7042,上海百联TX淮海|年轻力中心,上海市黄浦区淮海中路523号,0.784742,likely_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7042_上海百联TX淮海_年轻力中心.jpg,,
22,7135,上海嘉定宝龙天地,上海市嘉定区希望路689弄3号,0.781063,likely_pv,86,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7135_上海嘉定宝龙天地.jpg,,
23,7072,上海申亚珺悦18广场,上海市长宁区天山西路18号,0.780321,likely_pv,98.9,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7072_上海申亚珺悦18广场.jpg,,
24,6062,上海力波·九坊,上海市闵行区虹梅南路,0.778006,likely_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6062_上海力波·九坊.jpg,,
25,4764,上海奉贤奉发宝龙广场,上海市奉贤区新四平公路港佳路,0.776772,likely_pv,92.5,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\4764_上海奉贤奉发宝龙广场.jpg,,
26,4687,上海徐汇正大乐城,上海市徐汇区中山南二路699号,0.768873,likely_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\4687_上海徐汇正大乐城.jpg,,
27,8192,上海古美生活购物广场,,0.764260,likely_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8192_上海古美生活购物广场.jpg,,
28,562,上海金山万达广场,上海市金山区龙皓路1088号,0.753523,likely_pv,87.5,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\562_上海金山万达广场.jpg,,
29,5603,上海光明·koko都乐汇,上海市金山区龙皓路,0.753523,likely_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\5603_上海光明·koko都乐汇.jpg,,
30,1787,上海百联又一城购物中心,上海市杨浦区淞沪路8号,0.746601,possible_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\1787_上海百联又一城购物中心.jpg,,
31,6120,上海香港广场,上海市黄浦区淮海中路|282|-283号,0.744436,possible_pv,97.65,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6120_上海香港广场.jpg,,
32,7700,仲盛世界商城,莘庄地铁站南广场(公交站)，上海市上海市闵行区873路;莘庄工业区1路;闵行31路;闵行9路;闵行DZ9路,0.743229,possible_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7700_仲盛世界商城.jpg,,
33,1843,上海浦东大拇指广场,上海市浦东新区芳甸路199弄,0.738325,possible_pv,90,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\1843_上海浦东大拇指广场.jpg,,
34,8232,上海盛邻MALL,,0.711170,possible_pv,89.18,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8232_上海盛邻MALL.jpg,,
35,7691,新六百YOUNG,,0.701518,possible_pv,90.45,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7691_新六百YOUNG.jpg,,
36,989,上海陆家嘴中心L+Mall,上海市浦东新区浦东南路889号,0.691317,possible_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\989_上海陆家嘴中心L+Mall.jpg,,
37,7264,上海新梅联合广场,上海市浦东新区浦东南路999号,0.688660,possible_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7264_上海新梅联合广场.jpg,,
38,772,上海元祖梦世界,上海市青浦区嘉松中路6088号,0.685081,possible_pv,88.33,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\772_上海元祖梦世界.jpg,,
39,8164,上海1088广场,,0.672356,possible_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8164_上海1088广场.jpg,,
40,2304,上海紫荆广场,上海市杨浦区控江路1628号,0.670590,possible_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2304_上海紫荆广场.jpg,,
41,8221,上海永乐汇,,0.668854,possible_pv,92.56,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8221_上海永乐汇.jpg,,
42,6638,上海新邻天地,上海市普陀区武威路1285号,0.653452,possible_pv,87.5,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6638_上海新邻天地.jpg,,
43,3963,上海宝山阅江汇,上海市宝山区宝杨路1公里,0.646360,possible_pv,91.25,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\3963_上海宝山阅江汇.jpg,,
44,8226,上海海上世界,上海市宝山区宝杨路1号,0.646360,possible_pv,93.64,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8226_上海海上世界.jpg,,
45,7480,上海崇明8壹广场,上海市崇明区城桥镇八一路206号,0.645505,possible_pv,89.57,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7480_上海崇明8壹广场.jpg,,
46,5404,上海港城新天地,上海市浦东新区茉莉路225号,0.625489,possible_pv,90,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\5404_上海港城新天地.jpg,,
47,7937,上海世博源商业改造,,0.620634,possible_pv,80.33,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7937_上海世博源商业改造.jpg,,
48,8234,上海第一百货商业中心,,0.600301,possible_pv,81.85,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8234_上海第一百货商业中心.jpg,,
49,1313,上海LaLaport啦啦宝都,上海市浦东新区金科路/新金桥路,0.574064,possible_pv,92.5,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\1313_上海LaLaport啦啦宝都.jpg,,
50,57,上海大华老镇嘉年华,上海市虹口区场中路,0.568093,possible_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\57_上海大华老镇嘉年华.jpg,,
51,6630,上海1788square,上海市静安区南京西路1788号,0.557863,possible_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6630_上海1788square.jpg,,
52,3051,上海百联金山购物中心,上海市金山区卫清西路188号,0.554792,possible_pv,90,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\3051_上海百联金山购物中心.jpg,,
53,5346,上海复悦荟,上海市黄浦区上海悦荟(西北门),0.552023,possible_pv,83.77,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\5346_上海复悦荟.jpg,,
54,6008,上海百润时代购物中心,上海市黄浦区南一路,0.552023,possible_pv,85.8,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6008_上海百润时代购物中心.jpg,,
55,6060,上海绿地·外滩潮方,上海市黄浦区南浦大厦,0.552023,possible_pv,83.16,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6060_上海绿地·外滩潮方.jpg,,
56,6248,上海汇暻生活广场,上海市黄浦区汇暻生活广场,0.552023,possible_pv,79.12,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6248_上海汇暻生活广场.jpg,,
57,7024,上海平金中心,上海市闵行区七莘路,0.541840,possible_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7024_上海平金中心.jpg,,
58,52,上海环球港,上海市普陀区中山北路3300号,0.540284,possible_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\52_上海环球港.jpg,,
59,5318,上海月浦融创精彩天地,上海市宝山区月浦镇月罗公路/申浦路,0.534688,possible_pv,93.44,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\5318_上海月浦融创精彩天地.jpg,,
60,3624,上海嘉定宝龙广场,嘉定宝龙广场，上海市上海市嘉定区阿克苏路1099号,0.528260,possible_pv,82.5,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\3624_上海嘉定宝龙广场.jpg,,
61,6509,上海百金汉•青年汇GET,上海市嘉定区阿克苏路/宝安公路,0.528260,possible_pv,90,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6509_上海百金汉•青年汇GET.jpg,,
62,4464,上海虹口万泰广场,上海市虹口区广灵二路247号,0.522107,possible_pv,90,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\4464_上海虹口万泰广场.jpg,,
63,7098,上海嘉定秀泰天地,上海市嘉定区宝安公路3500号,0.515384,possible_pv,88.33,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7098_上海嘉定秀泰天地.jpg,,
64,1017,龙湖上海奉贤天街,上海市奉贤区,0.513615,possible_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\1017_龙湖上海奉贤天街.jpg,,
65,4187,上海蓝湾天地,上海市奉贤区云樱路268号,0.513615,possible_pv,77.64,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\4187_上海蓝湾天地.jpg,,
66,4972,上海奉贤苏宁生活广场,上海市奉贤区苏宁生活广场,0.513615,possible_pv,79.2,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\4972_上海奉贤苏宁生活广场.jpg,,
67,6118,上海奉贤经发商业广场,上海市奉贤区申宏大楼,0.513615,possible_pv,83.11,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6118_上海奉贤经发商业广场.jpg,,
68,6142,上海奉贤美谷美购广场,上海市奉贤区年丰路/望园南路,0.513615,possible_pv,77.64,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6142_上海奉贤美谷美购广场.jpg,,
69,6556,上海金汇商业广场,上海市奉贤区,0.513615,possible_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6556_上海金汇商业广场.jpg,,
70,42,上海真如环宇城MAX,上海市普陀区铜川路高·尚领域高逸尚城,0.509702,possible_pv,82.47,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\42_上海真如环宇城MAX.jpg,,
71,6632,上海弘基时尚生活中心（铜川路店）,上海市普陀区铜川路68号,0.509702,possible_pv,91.25,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6632_上海弘基时尚生活中心（铜川路店）.jpg,,
72,2348,上海大洋晶典·天安千树,上海市普陀区苏州河昌化路桥,0.506590,possible_pv,86.55,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2348_上海大洋晶典·天安千树.jpg,,
73,525,上海宝山日月光中心,上海市宝山区沪太路/江场西路,0.487762,possible_pv,94.62,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\525_上海宝山日月光中心.jpg,,
74,6055,上海KiNG88,上海市长宁区KiNG88(东五门),0.477826,possible_pv,75.24,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6055_上海KiNG88.jpg,,
75,4039,上海大宁音乐广场,上海市静安区万荣路777号,0.471823,possible_pv,89.23,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\4039_上海大宁音乐广场.jpg,,
76,8186,上海佘山·旭辉里,上海市松江区陆宝山路155号,0.471532,possible_pv,90,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8186_上海佘山·旭辉里.jpg,,
77,7580,上海金杨陆悦坊,上海市浦东新区云山路|1212,0.471381,possible_pv,90,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7580_上海金杨陆悦坊.jpg,,
78,1557,上海宝山经纬汇,上海市宝山区经地路99弄,0.467731,possible_pv,79.16,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\1557_上海宝山经纬汇.jpg,,
79,5156,上海保利悦活荟,上海市宝山区保利悦活荟,0.467731,possible_pv,80.86,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\5156_上海保利悦活荟.jpg,,
80,5370,上海宝山购物中心,上海市宝山区宝山购物中心,0.467731,possible_pv,82.5,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\5370_上海宝山购物中心.jpg,,
81,5435,上海宝山旭辉U天地,上海市宝山区旭辉u天地,0.467731,possible_pv,80.95,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\5435_上海宝山旭辉U天地.jpg,,
82,5518,上海诺亚新天地,上海市宝山区诺亚新天地,0.467731,possible_pv,80.91,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\5518_上海诺亚新天地.jpg,,
83,5733,上海星雨城时代广场(沪太路),上海市宝山区星雨城时代广场,0.467731,possible_pv,77.64,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\5733_上海星雨城时代广场(沪太路).jpg,,
84,6517,上海百渠广场,上海市宝山区,0.467731,possible_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6517_上海百渠广场.jpg,,
85,6724,上海无限极荟,上海市黄浦区湖滨路168号,0.467009,possible_pv,89.23,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6724_上海无限极荟.jpg,,
86,4732,上海长三角绿洲智谷Terrace,上海市青浦区嘉松中路,0.460342,possible_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\4732_上海长三角绿洲智谷Terrace.jpg,,
87,7631,上海U479,上海市黄浦区南京东路|479,0.454864,possible_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7631_上海U479.jpg,,
88,4356,上海国华广场,上海市杨浦区闸殷路1555号,0.447440,no_clear_pv,87.5,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\4356_上海国华广场.jpg,,
89,5844,上海K11,上海市黄浦区淮海中路300号,0.442210,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\5844_上海K11.jpg,,
90,7719,上海晶品虹桥,,0.439087,no_clear_pv,92.22,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7719_上海晶品虹桥.jpg,,
91,7936,上海万象城虹桥,,0.439087,no_clear_pv,89.5,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7936_上海万象城虹桥.jpg,,
92,6962,上海畹町坊,上海市闵行区畹町路399号,0.437854,no_clear_pv,89.23,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6962_上海畹町坊.jpg,,
93,599,上海崇明万达广场（A馆）,上海市崇明区城桥镇翠竹路2377号,0.433005,no_clear_pv,81.47,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\599_上海崇明万达广场（A馆）.jpg,,
94,1791,上海云廊天街,上海市松江区莘砖公路,0.426369,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\1791_上海云廊天街.jpg,,
95,6938,上海宝地广场,上海市杨浦区唐山路1018号,0.420312,no_clear_pv,87.5,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6938_上海宝地广场.jpg,,
96,4465,上海曲阳生活购物中心,上海市虹口区生活购物中心,0.413672,no_clear_pv,79.2,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\4465_上海曲阳生活购物中心.jpg,,
97,4563,上海百联曲阳购物中心,上海市虹口区百联曲阳购物中心,0.413672,no_clear_pv,76.37,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\4563_上海百联曲阳购物中心.jpg,,
98,5540,上海上滨生活广场,上海市虹口区上滨生活广场,0.413672,no_clear_pv,79.16,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\5540_上海上滨生活广场.jpg,,
99,6436,上海绿地·柒彩里,上海市静安区万航渡路838号康定路,0.412039,no_clear_pv,98.24,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6436_上海绿地·柒彩里.jpg,,
100,4092,上海星联.兰韵中心,上海市青浦区蟠龙路899弄,0.410174,no_clear_pv,89.23,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\4092_上海星联.兰韵中心.jpg,,
101,5281,上海川杨河印力TOD项目,上海市浦东新区创新中路,0.398791,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\5281_上海川杨河印力TOD项目.jpg,,
102,7645,上海集Lifebazaar颛桥,上海市闵行区颛兴东路1759号都市路交叉口,0.388880,no_clear_pv,81.64,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7645_上海集Lifebazaar颛桥.jpg,,
103,8248,上海连城商业广场,,0.383605,no_clear_pv,78.55,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8248_上海连城商业广场.jpg,,
104,3630,龙湖上海金汇天街,上海市奉贤区大叶公路/浦星公路,0.383500,no_clear_pv,90,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\3630_龙湖上海金汇天街.jpg,,
105,8177,上海中建孚泉生活广场,,0.383076,no_clear_pv,81.77,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8177_上海中建孚泉生活广场.jpg,,
106,8182,上海亚新生活广场,,0.383076,no_clear_pv,89.23,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8182_上海亚新生活广场.jpg,,
107,8190,上海北上海生活广场,,0.383076,no_clear_pv,85.25,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8190_上海北上海生活广场.jpg,,
108,8200,上海圆心汇生活广场,,0.383076,no_clear_pv,85.13,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8200_上海圆心汇生活广场.jpg,,
109,8241,上海苏航生活广场,,0.383076,no_clear_pv,89.27,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\8241_上海苏航生活广场.jpg,,
110,3409,上海BIU购物中心,上海市浦东新区凌兆路|455号,0.379816,no_clear_pv,90,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\3409_上海BIU购物中心.jpg,,
111,3816,上海金臣联美虹桥汇,上海市闵行区申长路990号,0.379169,no_clear_pv,98.9,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\3816_上海金臣联美虹桥汇.jpg,,
112,7382,上海瑞虹天地星星堂,上海市虹口区天宝路280弄,0.374893,no_clear_pv,89.23,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7382_上海瑞虹天地星星堂.jpg,,
113,6736,上海飞洲国际城市奥特莱斯,上海市徐汇区零陵路899号,0.367911,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6736_上海飞洲国际城市奥特莱斯.jpg,,
114,7581,上海江桥南山维乐城,上海市嘉定区海波路,0.366323,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7581_上海江桥南山维乐城.jpg,,
115,3076,上海海梦一方（Dream,上海市闵行区莲花南路,0.363350,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\3076_上海海梦一方（Dream.jpg,,
116,2181,上海徐汇中星城,上海市徐汇区浦北路9号,0.356359,no_clear_pv,93.64,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2181_上海徐汇中星城.jpg,,
117,2915,上海近铁城市广场,上海市普陀区真北路818弄,0.348670,no_clear_pv,89.23,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\2915_上海近铁城市广场.jpg,,
118,4605,上海普陀绿地缤纷城,上海市普陀区绿地缤纷城,0.345129,no_clear_pv,83.91,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\4605_上海普陀绿地缤纷城.jpg,,
119,7704,浦江梦时代,,0.343981,no_clear_pv,84.09,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7704_浦江梦时代.jpg,,
120,7714,浦江欢乐时光,,0.342597,no_clear_pv,82,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7714_浦江欢乐时光.jpg,,
121,6613,上海田尚坊,上海市徐汇区钦州北路308号,0.335413,no_clear_pv,90,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6613_上海田尚坊.jpg,,
122,1814,上海恒越荣欣广场,上海市浦东新区上川路/金钻路,0.332929,no_clear_pv,91.92,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\1814_上海恒越荣欣广场.jpg,,
123,7430,上海凯德星贸中心,上海市静安区恒通路268号,0.327820,no_clear_pv,98.9,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7430_上海凯德星贸中心.jpg,,
124,6214,上海丰尚国际生活中心,上海市闵行区运乐路569弄,0.326842,no_clear_pv,89.23,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\6214_上海丰尚国际生活中心.jpg,,
125,7588,上海中环广场,上海市黄浦区淮海中路381号,0.325588,no_clear_pv,100,C:\Users\Admin\Documents\光伏覆盖率 2\satellite_experiment\full_shanghai_dataset\images\7588_上海中环广场.jpg,,
